"gene_id"	"brief.description"
"64"	"ENSG00000004848"	"aristaless related homeobox"
"65"	"ENSG00000004864"	"solute carrier family 25 member 13"
"66"	"ENSG00000004866"	"ST7 overlapping transcript 3"
"67"	"ENSG00000004866"	"suppression of tumorigenicity 7"
"68"	"ENSG00000004897"	"cell division cycle 27"
"69"	"ENSG00000004939"	"solute carrier family 4 member 1 (Diego blood group)"
"70"	"ENSG00000004948"	"calcitonin receptor"
"71"	"ENSG00000004961"	"holocytochrome c synthase"
"72"	"ENSG00000004975"	"dishevelled segment polarity protein 2"
"73"	"ENSG00000005001"	"serine protease 22"
"74"	"ENSG00000005007"	"UPF1 RNA helicase and ATPase"
"75"	"ENSG00000005020"	"src kinase associated phosphoprotein 2"
"76"	"ENSG00000005022"	"solute carrier family 25 member 5"
"77"	"ENSG00000005059"	"mitochondrial calcium uniporter dominant negative subunit beta"
"78"	"ENSG00000005073"	"homeobox A11"
"79"	"ENSG00000005075"	"RNA polymerase II subunit J"
"80"	"ENSG00000005100"	"DEAH-box helicase 33"
"81"	"ENSG00000005102"	"mesenchyme homeobox 1"
"82"	"ENSG00000005108"	"thrombospondin type 1 domain containing 7A"
"83"	"ENSG00000005156"	"DNA ligase 3"
"84"	"ENSG00000005175"	"RNA polymerase II associated protein 3"
"85"	"ENSG00000005187"	"acyl-CoA synthetase medium chain family member 3"
"86"	"ENSG00000005189"	"RNA exonuclease 5"
"87"	"ENSG00000005194"	"cytokine induced apoptosis inhibitor 1"
"88"	"ENSG00000005206"	"signal peptide peptidase like 2B"
"89"	"ENSG00000005238"	"family with sequence similarity 214 member B"
"90"	"ENSG00000005243"	"COPI coat complex subunit zeta 2"
"91"	"ENSG00000005249"	"protein kinase cAMP-dependent type II regulatory subunit beta"
"92"	"ENSG00000005302"	"MSL complex subunit 3"
"93"	"ENSG00000005339"	"CREB binding protein"
"94"	"ENSG00000005379"	"TSPO associated protein 1"
"95"	"ENSG00000005381"	"myeloperoxidase"
"96"	"ENSG00000005421"	"paraoxonase 1"
"97"	"ENSG00000005436"	"GC-rich sequence DNA-binding factor 2"
"98"	"ENSG00000005448"	"WD repeat domain 54"
"99"	"ENSG00000005469"	"carnitine O-octanoyltransferase"
"100"	"ENSG00000005471"	"ATP binding cassette subfamily B member 4"
"101"	"ENSG00000005483"	"lysine methyltransferase 2E"
"102"	"ENSG00000005486"	"rhomboid domain containing 2"
"103"	"ENSG00000005513"	"SRY-box transcription factor 8"
"104"	"ENSG00000005700"	"inhibitor of Bruton tyrosine kinase"
"105"	"ENSG00000005801"	"zinc finger protein 195"
"106"	"ENSG00000005810"	"MYC binding protein 2"
"107"	"ENSG00000005812"	"F-box and leucine rich repeat protein 3"
"108"	"ENSG00000005844"	"integrin subunit alpha L"
"109"	"ENSG00000005882"	"pyruvate dehydrogenase kinase 2"
"110"	"ENSG00000005884"	"integrin subunit alpha 3"
"111"	"ENSG00000005889"	"zinc finger protein X-linked"
"112"	"ENSG00000005893"	"lysosomal associated membrane protein 2"
"113"	"ENSG00000005961"	"integrin subunit alpha 2b"
"114"	"ENSG00000005981"	"ankyrin repeat and SOCS box containing 4"
"115"	"ENSG00000006007"	"glycerophosphodiester phosphodiesterase 1"
"116"	"ENSG00000006015"	"required for excision 1-B domain containing"
"117"	"ENSG00000006016"	"cytokine receptor like factor 1"
"118"	"ENSG00000006025"	"oxysterol binding protein like 7"
"119"	"ENSG00000006042"	"transmembrane protein 98"
"120"	"ENSG00000006047"	"Y-box binding protein 2"
"121"	"ENSG00000006059"	"keratin 33A"
"122"	"ENSG00000006062"	"mitogen-activated protein kinase kinase kinase 14"
"123"	"ENSG00000006071"	"ATP binding cassette subfamily C member 8"
"124"	"ENSG00000006116"	"calcium voltage-gated channel auxiliary subunit gamma 3"
"125"	"ENSG00000006118"	"transmembrane protein 132A"
"126"	"ENSG00000006125"	"adaptor related protein complex 2 subunit beta 1"
"127"	"ENSG00000006128"	"tachykinin precursor 1"
"128"	"ENSG00000006194"	"zinc finger protein 263"
"129"	"ENSG00000006210"	"C-X3-C motif chemokine ligand 1"
"130"	"ENSG00000006282"	"spermatogenesis associated 20"
"131"	"ENSG00000006283"	"calcium voltage-gated channel subunit alpha1 G"
"132"	"ENSG00000006327"	"TNF receptor superfamily member 12A"
"133"	"ENSG00000006377"	"distal-less homeobox 6"
"134"	"ENSG00000006432"	"mitogen-activated protein kinase kinase kinase 9"
"135"	"ENSG00000006451"	"RAS like proto-oncogene A"
"136"	"ENSG00000006453"	"BAR/IMD domain containing adaptor protein 2 like 1"
"137"	"ENSG00000006459"	"lysine demethylase 7A"
"138"	"ENSG00000006468"	"ETS variant transcription factor 1"
"139"	"ENSG00000006530"	"acylglycerol kinase"
"140"	"ENSG00000006534"	"aldehyde dehydrogenase 3 family member B1"
"141"	"ENSG00000006555"	"tetratricopeptide repeat domain 22"
"142"	"ENSG00000006576"	"putative homeodomain transcription factor 2"
"143"	"ENSG00000006606"	"C-C motif chemokine ligand 26"
"144"	"ENSG00000006607"	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"145"	"ENSG00000006611"	"USH1 protein network component harmonin"
"146"	"ENSG00000006625"	"gamma-glutamylcyclotransferase"
"147"	"ENSG00000006634"	"DBF4 zinc finger"
"148"	"ENSG00000006638"	"thromboxane A2 receptor"
"149"	"ENSG00000006652"	"interferon related developmental regulator 1"
"150"	"ENSG00000006659"	"galectin 14"
"151"	"ENSG00000006695"	"cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10"
"152"	"ENSG00000006704"	"GTF2I repeat domain containing 1"
"153"	"ENSG00000006712"	"PAF1 homolog, Paf1/RNA polymerase II complex component"
"154"	"ENSG00000006715"	"VPS41 subunit of HOPS complex"
"155"	"ENSG00000006740"	"Rho GTPase activating protein 44"
"156"	"ENSG00000006744"	"elaC ribonuclease Z 2"
"157"	"ENSG00000006747"	"scinderin"
"158"	"ENSG00000006756"	"arylsulfatase D"
"159"	"ENSG00000006757"	"patatin like phospholipase domain containing 4"
"160"	"ENSG00000006788"	"myosin heavy chain 13"
"161"	"ENSG00000006831"	"adiponectin receptor 2"
"162"	"ENSG00000006837"	"cyclin dependent kinase like 3"
"163"	"ENSG00000007001"	"uridine phosphorylase 2"
"164"	"ENSG00000007038"	"serine protease 21"
"165"	"ENSG00000007047"	"microtubule affinity regulating kinase 4"
"166"	"ENSG00000007062"	"prominin 1"
"167"	"ENSG00000007080"	"coiled-coil domain containing 124"
"168"	"ENSG00000007129"	"CEA cell adhesion molecule 21"
"169"	"ENSG00000007168"	"platelet activating factor acetylhydrolase 1b regulatory subunit 1"
"170"	"ENSG00000007171"	"nitric oxide synthase 2"
"171"	"ENSG00000007174"	"dynein axonemal heavy chain 9"
"172"	"ENSG00000007202"	"KIAA0100"
"173"	"ENSG00000007216"	"solute carrier family 13 member 2"
"174"	"ENSG00000007237"	"growth arrest specific 7"
"175"	"ENSG00000007255"	"trafficking protein particle complex 6A"
"176"	"ENSG00000007264"	"megakaryocyte-associated tyrosine kinase"
"177"	"ENSG00000007306"	"CEA cell adhesion molecule 7"
"178"	"ENSG00000007312"	"CD79b molecule"
"179"	"ENSG00000007314"	"sodium voltage-gated channel alpha subunit 4"
"180"	"ENSG00000007341"	"suppression of tumorigenicity 7 like"
"181"	"ENSG00000007350"	"transketolase like 1"
"182"	"ENSG00000007372"	"paired box 6"
"183"	"ENSG00000007376"	"RNA pseudouridine synthase domain containing 1"
"184"	"ENSG00000007384"	"rhomboid 5 homolog 1"
"185"	"ENSG00000007392"	"LUC7 like"
"186"	"ENSG00000007402"	"calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"187"	"ENSG00000007516"	"BAI1 associated protein 3"
"188"	"ENSG00000007520"	"TSR3 ribosome maturation factor"
"189"	"ENSG00000007541"	"phosphatidylinositol glycan anchor biosynthesis class Q"
"190"	"ENSG00000007545"	"cramped chromatin regulator homolog 1"
"191"	"ENSG00000007866"	"TEA domain transcription factor 3"
"192"	"ENSG00000007908"	"selectin E"
"193"	"ENSG00000007923"	"DnaJ heat shock protein family (Hsp40) member C11"
"194"	"ENSG00000007933"	"flavin containing dimethylaniline monoxygenase 3"
"195"	"ENSG00000007944"	"myosin regulatory light chain interacting protein"
"196"	"ENSG00000007952"	"NADPH oxidase 1"
"197"	"ENSG00000007968"	"E2F transcription factor 2"
"198"	"ENSG00000008018"	"proteasome 20S subunit beta 1"
"199"	"ENSG00000008056"	"synapsin I"
"200"	"ENSG00000008083"	"jumonji and AT-rich interaction domain containing 2"
"201"	"ENSG00000008086"	"cyclin dependent kinase like 5"
"202"	"ENSG00000008118"	"calcium/calmodulin dependent protein kinase IG"
"203"	"ENSG00000008128"	"cyclin dependent kinase 11A"
"204"	"ENSG00000008130"	"NAD kinase"
"205"	"ENSG00000008196"	"transcription factor AP-2 beta"
"206"	"ENSG00000008197"	"transcription factor AP-2 delta"
"207"	"ENSG00000008226"	"DLEC1 cilia and flagella associated protein"
"208"	"ENSG00000008256"	"cytohesin 3"
"209"	"ENSG00000008277"	"ADAM metallopeptidase domain 22"
"210"	"ENSG00000008282"	"synaptophysin like 1"
"211"	"ENSG00000008283"	"cytochrome b561"
"212"	"ENSG00000008294"	"sperm associated antigen 9"
"213"	"ENSG00000008300"	"cadherin EGF LAG seven-pass G-type receptor 3"
"214"	"ENSG00000008311"	"aminoadipate-semialdehyde synthase"
"215"	"ENSG00000008323"	"pleckstrin homology and RhoGEF domain containing G6"
"216"	"ENSG00000008324"	"SS18 like 2"
"217"	"ENSG00000008382"	"MPN domain containing"
"218"	"ENSG00000008394"	"microsomal glutathione S-transferase 1"
"219"	"ENSG00000008405"	"cryptochrome circadian regulator 1"
"220"	"ENSG00000008438"	"peptidoglycan recognition protein 1"
"221"	"ENSG00000008441"	"nuclear factor I X"
"222"	"ENSG00000008513"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"223"	"ENSG00000008516"	"matrix metallopeptidase 25"
"224"	"ENSG00000008517"	"interleukin 32"
"225"	"ENSG00000008710"	"polycystin 1, transient receptor potential channel interacting"
"226"	"ENSG00000008735"	"mitogen-activated protein kinase 8 interacting protein 2"
"227"	"ENSG00000008838"	"mediator complex subunit 24"
"228"	"ENSG00000008853"	"Rho related BTB domain containing 2"
"229"	"ENSG00000008869"	"HEAT repeat containing 5B"
"230"	"ENSG00000008952"	"SEC62 homolog, preprotein translocation factor"
"231"	"ENSG00000008988"	"ribosomal protein S20"
"232"	"ENSG00000009307"	"cold shock domain containing E1"
"233"	"ENSG00000009335"	"ubiquitin protein ligase E3C"
"234"	"ENSG00000009413"	"REV3 like, DNA directed polymerase zeta catalytic subunit"
"235"	"ENSG00000009694"	"teneurin transmembrane protein 1"
"236"	"ENSG00000009709"	"paired box 7"
"237"	"ENSG00000009724"	"mannan binding lectin serine peptidase 2"
"238"	"ENSG00000009765"	"iodotyrosine deiodinase"
"239"	"ENSG00000009780"	"family with sequence similarity 76 member A"
"240"	"ENSG00000009790"	"TRAF3 interacting protein 3"
"241"	"ENSG00000009830"	"protein O-mannosyltransferase 2"
"242"	"ENSG00000009844"	"vesicle trafficking 1"
"243"	"ENSG00000009950"	"MLX interacting protein like"
"244"	"ENSG00000009954"	"bromodomain adjacent to zinc finger domain 1B"
"245"	"ENSG00000010017"	"RAN binding protein 9"
"246"	"ENSG00000010030"	"ETS variant transcription factor 7"
"247"	"ENSG00000010072"	"SprT-like N-terminal domain"
"248"	"ENSG00000010165"	"eEF1A lysine and N-terminal methyltransferase"
"249"	"ENSG00000010219"	"dual specificity tyrosine phosphorylation regulated kinase 4"
"250"	"ENSG00000010244"	"zinc finger protein 207"
"251"	"ENSG00000010256"	"ubiquinol-cytochrome c reductase core protein 1"
"252"	"ENSG00000010270"	"STARD3 N-terminal like"
"253"	"ENSG00000010278"	"CD9 molecule"
"254"	"ENSG00000010282"	"hedgehog acyltransferase like"
"255"	"ENSG00000010292"	"non-SMC condensin I complex subunit D2"
"256"	"ENSG00000010295"	"intermediate filament family orphan 1"
"257"	"ENSG00000010310"	"gastric inhibitory polypeptide receptor"
"258"	"ENSG00000010318"	"PHD finger protein 7"
"259"	"ENSG00000010319"	"semaphorin 3G"
"260"	"ENSG00000010322"	"nischarin"
"261"	"ENSG00000010327"	"stabilin 1"
"262"	"ENSG00000010361"	"fuzzy planar cell polarity protein"
"263"	"ENSG00000010379"	"solute carrier family 6 member 13"
"264"	"ENSG00000010404"	"iduronate 2-sulfatase"
"265"	"ENSG00000010438"	"serine protease 3"
"266"	"ENSG00000010539"	"zinc finger protein 200"
"267"	"ENSG00000010610"	"CD4 molecule"
"268"	"ENSG00000010626"	"leucine rich repeat containing 23"
"269"	"ENSG00000010671"	"Bruton tyrosine kinase"
"270"	"ENSG00000010704"	"homeostatic iron regulator"
"271"	"ENSG00000010803"	"Scm polycomb group protein homolog 1"
"272"	"ENSG00000010810"	"FYN proto-oncogene, Src family tyrosine kinase"
"273"	"ENSG00000010818"	"HIVEP zinc finger 2"
"274"	"ENSG00000010932"	"flavin containing dimethylaniline monoxygenase 1"
"275"	"ENSG00000011007"	"elongin A"
"276"	"ENSG00000011009"	"lysophospholipase 2"
"277"	"ENSG00000011021"	"chloride voltage-gated channel 6"
"278"	"ENSG00000011028"	"mannose receptor C type 2"
"279"	"ENSG00000011052"	"NME1-NME2 readthrough"
"280"	"ENSG00000011083"	"solute carrier family 6 member 7"
"281"	"ENSG00000011105"	"tetraspanin 9"
"282"	"ENSG00000011114"	"BTB domain containing 7"
"283"	"ENSG00000011132"	"amyloid beta precursor protein binding family A member 3"
"284"	"ENSG00000011143"	"MKS transition zone complex subunit 1"
"285"	"ENSG00000011198"	"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
"286"	"ENSG00000011201"	"anosmin 1"
"287"	"ENSG00000011243"	"A-kinase anchoring protein 8 like"
"288"	"ENSG00000011258"	"mbt domain containing 1"
"289"	"ENSG00000011260"	"UTP18 small subunit processome component"
"290"	"ENSG00000011275"	"ring finger protein 216"
"291"	"ENSG00000011295"	"tetratricopeptide repeat domain 19"
"292"	"ENSG00000011304"	"polypyrimidine tract binding protein 1"
"293"	"ENSG00000011332"	"double PHD fingers 1"
"294"	"ENSG00000011347"	"synaptotagmin 7"
"295"	"ENSG00000011376"	"leucyl-tRNA synthetase 2, mitochondrial"
"296"	"ENSG00000011405"	"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"297"	"ENSG00000011422"	"plasminogen activator, urokinase receptor"
"298"	"ENSG00000011426"	"anillin actin binding protein"
"299"	"ENSG00000011451"	"WIZ zinc finger"
"300"	"ENSG00000011454"	"G protein-coupled receptor 21"
"301"	"ENSG00000011454"	"RAB GTPase activating protein 1"
"302"	"ENSG00000011465"	"decorin"
"303"	"ENSG00000011478"	"glutaminyl-peptide cyclotransferase like"
"304"	"ENSG00000011485"	"protein phosphatase 5 catalytic subunit"
"305"	"ENSG00000011523"	"centrosomal protein 68"
"306"	"ENSG00000011566"	"mitogen-activated protein kinase kinase kinase kinase 3"
"307"	"ENSG00000011590"	"zinc finger and BTB domain containing 32"
"308"	"ENSG00000011600"	"transmembrane immune signaling adaptor TYROBP"
"309"	"ENSG00000011638"	"transmembrane protein 159"
"310"	"ENSG00000011677"	"gamma-aminobutyric acid type A receptor subunit alpha3"
"311"	"ENSG00000012048"	"BRCA1 DNA repair associated"
"312"	"ENSG00000012061"	"ERCC excision repair 1, endonuclease non-catalytic subunit"
"313"	"ENSG00000012124"	"CD22 molecule"
"314"	"ENSG00000012171"	"semaphorin 3B"
"315"	"ENSG00000012174"	"membrane bound transcription factor peptidase, site 2"
"316"	"ENSG00000012211"	"prickle planar cell polarity protein 3"
"317"	"ENSG00000012223"	"lactotransferrin"
"318"	"ENSG00000012232"	"exostosin like glycosyltransferase 3"
"319"	"ENSG00000012504"	"nuclear receptor subfamily 1 group H member 4"
"320"	"ENSG00000012660"	"ELOVL fatty acid elongase 5"
"321"	"ENSG00000012779"	"arachidonate 5-lipoxygenase"
"322"	"ENSG00000012817"	"lysine demethylase 5D"
"323"	"ENSG00000012822"	"calcium binding and coiled-coil domain 1"
"324"	"ENSG00000012963"	"ubiquitin protein ligase E3 component n-recognin 7"
"325"	"ENSG00000012983"	"mitogen-activated protein kinase kinase kinase kinase 5"
"326"	"ENSG00000013016"	"EH domain containing 3"
"327"	"ENSG00000013275"	"proteasome 26S subunit, ATPase 4"
"328"	"ENSG00000013288"	"mannosidase alpha class 2B member 2"
"329"	"ENSG00000013293"	"solute carrier family 7 member 14"
"330"	"ENSG00000013297"	"claudin 11"
"331"	"ENSG00000013306"	"solute carrier family 25 member 39"
"332"	"ENSG00000013364"	"major vault protein"
"333"	"ENSG00000013374"	"negative regulator of ubiquitin like proteins 1"
"334"	"ENSG00000013375"	"phosphoglucomutase 3"
"335"	"ENSG00000013392"	"RWD domain containing 2A"
"336"	"ENSG00000013441"	"CDC like kinase 1"
"337"	"ENSG00000013503"	"RNA polymerase III subunit B"
"338"	"ENSG00000013523"	"angel homolog 1"
"339"	"ENSG00000013561"	"ring finger protein 14"
"340"	"ENSG00000013563"	"deoxyribonuclease 1 like 1"
"341"	"ENSG00000013573"	"DEAD/H-box helicase 11"
"342"	"ENSG00000013583"	"heme binding protein 1"
"343"	"ENSG00000013588"	"G protein-coupled receptor class C group 5 member A"
"344"	"ENSG00000013619"	"mastermind like domain containing 1"
"345"	"ENSG00000013725"	"CD6 molecule"
"346"	"ENSG00000013810"	"transforming acidic coiled-coil containing protein 3"
"347"	"ENSG00000014123"	"UFM1 specific ligase 1"
"348"	"ENSG00000014138"	"DNA polymerase alpha 2, accessory subunit"
"349"	"ENSG00000014164"	"zinc finger CCCH-type containing 3"
"350"	"ENSG00000014216"	"calpain 1"
"351"	"ENSG00000014257"	"acid phosphatase 3"
"352"	"ENSG00000014641"	"malate dehydrogenase 1"
"353"	"ENSG00000014824"	"solute carrier family 30 member 9"
"354"	"ENSG00000014914"	"myotubularin related protein 11"
"355"	"ENSG00000014919"	"cytochrome c oxidase assembly homolog COX15"
"356"	"ENSG00000015133"	"coiled-coil domain containing 88C"
"357"	"ENSG00000015153"	"YY1 associated factor 2"
"358"	"ENSG00000015171"	"zinc finger MYND-type containing 11"
"359"	"ENSG00000015285"	"WASP actin nucleation promoting factor"
"360"	"ENSG00000015413"	"dipeptidase 1"
"361"	"ENSG00000015475"	"BH3 interacting domain death agonist"
"362"	"ENSG00000015479"	"matrin 3"
"363"	"ENSG00000015520"	"NPC1 like intracellular cholesterol transporter 1"
"364"	"ENSG00000015532"	"xylosyltransferase 2"
"365"	"ENSG00000015568"	"RANBP2 like and GRIP domain containing 5"
"366"	"ENSG00000015592"	"stathmin 4"
"367"	"ENSG00000015676"	"NudC domain containing 3"
"368"	"ENSG00000016082"	"ISL LIM homeobox 1"
"369"	"ENSG00000016391"	"choline dehydrogenase"
"370"	"ENSG00000016402"	"interleukin 20 receptor subunit alpha"
"371"	"ENSG00000016490"	"chloride channel accessory 1"
"372"	"ENSG00000016602"	"chloride channel accessory 4"
"373"	"ENSG00000016864"	"glycosyltransferase 8 domain containing 1"
"374"	"ENSG00000017260"	"ATPase secretory pathway Ca2  transporting 1"
"375"	"ENSG00000017427"	"insulin like growth factor 1"
"376"	"ENSG00000017483"	"solute carrier family 38 member 5"
"377"	"ENSG00000017797"	"ralA binding protein 1"
"378"	"ENSG00000018189"	"RUN and FYVE domain containing 3"
"379"	"ENSG00000018236"	"contactin 1"
"380"	"ENSG00000018280"	"solute carrier family 11 member 1"
"381"	"ENSG00000018408"	"WW domain containing transcription regulator 1"
"382"	"ENSG00000018510"	"alkylglycerone phosphate synthase"
"383"	"ENSG00000018607"	"zinc finger protein 806"
"384"	"ENSG00000018610"	"chromosome X open reading frame 56"
"385"	"ENSG00000018625"	"ATPase Na /K  transporting subunit alpha 2"
"386"	"ENSG00000018699"	"tetratricopeptide repeat domain 27"
"387"	"ENSG00000018869"	"zinc finger protein 582"
"388"	"ENSG00000019102"	"V-set and immunoglobulin domain containing 2"
"389"	"ENSG00000019144"	"pleckstrin homology like domain family B member 1"
"390"	"ENSG00000019169"	"macrophage receptor with collagenous structure"
"391"	"ENSG00000019186"	"cytochrome P450 family 24 subfamily A member 1"
"392"	"ENSG00000019485"	"PR/SET domain 11"
"393"	"ENSG00000019505"	"synaptotagmin 13"
"394"	"ENSG00000019549"	"snail family transcriptional repressor 2"
"395"	"ENSG00000019582"	"CD74 molecule"
"396"	"ENSG00000019991"	"hepatocyte growth factor"
"397"	"ENSG00000019995"	"zinc finger RANBP2-type containing 1"
"398"	"ENSG00000020129"	"neurochondrin"
"399"	"ENSG00000020181"	"adhesion G protein-coupled receptor A2"
"400"	"ENSG00000020219"	""
"401"	"ENSG00000020256"	"ZFP64 zinc finger protein"
"402"	"ENSG00000020426"	"MNAT1 component of CDK activating kinase"
"403"	"ENSG00000020577"	"sterile alpha motif domain containing 4A"
"404"	"ENSG00000020633"	"RUNX family transcription factor 3"
"405"	"ENSG00000020922"	"MRE11 homolog, double strand break repair nuclease"
"406"	"ENSG00000021300"	"pleckstrin homology domain containing B1"
"407"	"ENSG00000021355"	"serpin family B member 1"
"408"	"ENSG00000021461"	"cytochrome P450 family 3 subfamily A member 43"
"409"	"ENSG00000021488"	"solute carrier family 7 member 9"
"410"	"ENSG00000021574"	"spastin"
"411"	"ENSG00000021645"	"neurexin 3"
"412"	"ENSG00000021762"	"oxysterol binding protein like 5"
"413"	"ENSG00000021776"	"aquarius intron-binding spliceosomal factor"
"414"	"ENSG00000021826"	"carbamoyl-phosphate synthase 1"
"415"	"ENSG00000021852"	"complement C8 beta chain"
"416"	"ENSG00000022267"	"four and a half LIM domains 1"
"417"	"ENSG00000022277"	"replication termination factor 2"
"418"	"ENSG00000022355"	"gamma-aminobutyric acid type A receptor subunit alpha1"
"419"	"ENSG00000022556"	"NLR family pyrin domain containing 2"
"420"	"ENSG00000022567"	"solute carrier family 45 member 4"
"421"	"ENSG00000022840"	"ring finger protein 10"
"422"	"ENSG00000022976"	"zinc finger protein 839"
"423"	"ENSG00000023041"	"zinc finger DHHC-type palmitoyltransferase 6"
"424"	"ENSG00000023171"	"GRAM domain containing 1B"
"425"	"ENSG00000023191"	"ribonuclease/angiogenin inhibitor 1"
"426"	"ENSG00000023228"	"NADH:ubiquinone oxidoreductase core subunit S1"
"427"	"ENSG00000023287"	"RB1 inducible coiled-coil 1"
"428"	"ENSG00000023318"	"endoplasmic reticulum protein 44"
"429"	"ENSG00000023330"	"5'-aminolevulinate synthase 1"
"430"	"ENSG00000023445"	"baculoviral IAP repeat containing 3"
"431"	"ENSG00000023516"	"A-kinase anchoring protein 11"
"432"	"ENSG00000023572"	"glutaredoxin 2"
"433"	"ENSG00000023608"	"small nuclear RNA activating complex polypeptide 1"
"434"	"ENSG00000023697"	"deoxyribose-phosphate aldolase"
"435"	"ENSG00000023734"	"serine/threonine kinase receptor associated protein"
"436"	"ENSG00000023839"	"ATP binding cassette subfamily C member 2"
"437"	"ENSG00000023892"	"DEF6 guanine nucleotide exchange factor"
"438"	"ENSG00000023902"	"pleckstrin homology domain containing O1"
"439"	"ENSG00000023909"	"glutamate-cysteine ligase modifier subunit"
"440"	"ENSG00000024048"	"ubiquitin protein ligase E3 component n-recognin 2"
"441"	"ENSG00000024422"	"EH domain containing 2"
"442"	"ENSG00000024526"	"DEP domain containing 1"
"443"	"ENSG00000024862"	"coiled-coil domain containing 28A"
"444"	"ENSG00000025039"	"Ras related GTP binding D"
"445"	"ENSG00000025156"	"heat shock transcription factor 2"
"446"	"ENSG00000025293"	"PHD finger protein 20"
