"gene_id"	"brief.description"
"56"	"WBGene00000057"	"acr-18 encodes an alpha subunit of nicotinic acetylcholine receptor (nAChR), predicted to be a ligand-gated ion channel regulating fast action of acetylcholine at neuromuscular junctions and in the nervous system; ACR-18 falls into the 'DEG-3' class of nAChR subunits, apparently unique to nematodes, which includes DEG-3, DES-2, ACR-5, ACR-17, ACR-20, and ACR-23."
"57"	"WBGene00000058"	"acr-19 encodes a predicted member of the alpha subunit family of nicotinic acetylcholine receptors."
"58"	"WBGene00000059"	"acr-20 encodes an alpha 7-like homomer-forming subunit of the nicotinic acetylcholine receptor (nAChR) superfamily which encode ligand-gated ion channels that regulate fast action of acetylcholine at neuromuscular junctions and in the nervous system; ACR-20 is a member of the DEG-3-like group of nAChR subunits which appears to be unique to nematodes."
"59"	"WBGene00000060"	"acr-21 encodes an alpha subunit of nicotinic acetylcholine receptor (nAChR); ACR-21 is a highly divergent member of the 'ACR-16' class of nAChR subunits, which includes ACR-7, ACR-9, ACR-10, ACR-11, ACR-14, ACR-15, ACR-16, and ACR-19, and is most closely related to the alpha-7 subunits of vertebrate nAChRs."
"60"	"WBGene00000061"	"lgc-11 encodes a ligand-gated ion channel of the cys-loop superfamily with sequence similarity to nicotinic acetylcholine receptor subunits, including the vertebrate neuronal acetylcholine receptor alpha-9 subunits."
"61"	"WBGene00000062"	"acr-23 encodes an alpha 7-like homomer-forming subunit of the nicotinic acetylcholine receptor (nAChR) superfamily which encode ligand-gated ion channels that regulate fast action of acetylcholine at neuromuscular junctions and in the nervous system; ACR-23 is a member of the DEG-3-like group of nAChR subunits which appears to be unique to nematodes."
"62"	"WBGene00000063"	"act-1 encodes an actin isoform that is required for proper body wall muscle and pharyngeal muscle structures and the motility of animals; actins have highly similar amino acid sequences; ACT-1 is identical to ACT-3; act-1 functions redundantly with two other actin isoforms, act-2 and act-3, to control cytoplasmic microfilament function in the early embryo."
"63"	"WBGene00000064"	"act-2 encodes one of five C. elegans actins; act-2 functions redundantly in early embryonic cortical microfilaments with act-1 and act-3, and dominant mutations in act-2 result in uncoordinated locomotion; an ACT-2::GFP reporter fusion is expressed in the cytoplasm of embryonic cells and is also found in contractile filaments in adult muscle cells."
"64"	"WBGene00000065"	"act-3 encodes an invertebrate actin, highly similar to ACT-1, ACT-2, and ACT-4, that functions in body wall muscle; act-3 functions with two other action isoforms, act-1 and act-2, to control cytoplasmic microfilament function in the early embryo."
"65"	"WBGene00000066"	"act-4 encodes an actin isoform that is most similar to act-2 in amino acid sequence; an act-4 reporter gene is expressed in body wall and vulval muscles and the spermatheca."
"66"	"WBGene00000067"	"act-5 encodes an ortholog of human cytoplasmic actin; act-5 is required for formation of the terminal web and microvilli on the apical surface of intestinal cells; act-5 also plays a role in mediating non-lytic exit of intracellular parasites from the intestine; act-5 is expressed only in intestinal cells and in the excretory cell; in the intestine, ACT-5 localizes to microvilli and the terminal web."
"67"	"WBGene00000068"	"acy-1 encodes an adenylyl cyclase that is most closely related to the divergent mouse isoform type IX; acy-1 is required for viability, muscle contraction, locomotion, molting, and regulation of sleep-like behavior (lethargus) during larval development; acy-1 acts genetically downstream of gsa-1 and is expressed in excitable cells."
"68"	"WBGene00000069"	"acy-2 encodes an adenylyl cyclase; an intragenic deletion of acy-2 is lethal at the first larval stage of development; the terminal phenotype resembles that seen in loss-of-function gsa-1 mutants."
"69"	"WBGene00000070"	"acy-3 encodes a predicted member of the adenylyl cyclase family with highest similarity to human adenylate cyclase type 5; expressed in the support cells of ciliated neurons, in the head and tail ganglia, in two pairs of neurons in the retrovesicular ganglia, and in the spermatheca."
"70"	"WBGene00000071"	"acy-4 encodes an adenylate cyclase most similar to vertebrate type V and type VI adenylate cyclases; by homology, ACY-4 is a predicted plasma membrane protein that catalyzes the conversion of ATP to cyclic AMP, a key second messenger in intracellular signaling."
"71"	"WBGene00000072"	"add-1 encodes an ortholog of the cytoskeletal protein alpha-adducin (ADD1, OMIM:102680, mutations are associated with susceptibility to salt-sensitive essential hypertension); by homology, ADD-1 is predicted to be a cell membrane-associated protein that mediates localized changes in the cytoskeleton in response to activation of signal transduction cascades; in C. elegans, ADD-1 activity is required for short- and long-term memory, specifically for regulation of actin cytoskeleton organization and regulation of GLR-1 ionotropic glutamate receptor dynamics in the AVA command interneuron; RNAi experiments have also shown that add-1 activity is required for effective transgene-induced co-suppression in the germline; add-1 is expressed in the nervous system, intestinal and rectal epithelia, seam cells and coelomocytes; in the ventral nerve cord, ADD-1 co-localizes to the post-synaptic density with GLR-1."
"72"	"WBGene00000073"	"add-2 encodes a protein containing an alpha-adducin-like head domain that while highly similar in sequence to the head domain of vertebrate and Drosophila adducins, atypically resides at the C-, rather than N-, terminus of the protein; by homology, ADD-2 is predicted to be a cell membrane-associated cytoskeletal protein that mediates cytoskeletal rearrangements in response to activation of signal transduction cascades; as loss of add-2 activity via large-scale RNAi screens does not result in any obvious abnormalities, the precise role of ADD-2 in C. elegans development and/or behavior is not yet known."
"73"	"WBGene00000074"	"adm-2 encodes a protein containing a snake venom disintegrin-domain and a metalloprotease-like domain (i.e., a protein of the ADAM family); like ADM-1, ADM-2 is homologous to a mammalian sperm glycoprotein (PH-30/fertilin) implicated in sperm-egg fusion, and ADM-2 might thus be a fusogenic protein mediating the merging of plasma membranes during development."
"74"	"WBGene00000075"	"adm-4 encodes a member of the ADAM (disintegrin plus metalloprotease) family; ADM-4 is highly expressed in most post-embryonic tissues."
"75"	"WBGene00000076"	"adn-1 was identified in screens for mutations that disrupt axonal growth and guidance of the PVP neurons that pioneer the ventral nerve cord; mutations in adn-1 result in a range of cell migration and/or adhesion defects including abnormally short excretory canals, distal tip cells that are detached from adjacent germ cells, and in the embryo, first polar bodies that fail to remain at the anterior end of the zygote."
"76"	"WBGene00000077"	"adn-2 affects excretory canal morphogenesis, alae morphogenesis, the distal tip cell attachment to the germ cells, and first polar body positioning."
"77"	"WBGene00000078"	"adp-1 affects calcium-dependent adaptation to AWC-sensed volatile odorants and adaptation to salts."
"78"	"WBGene00000079"	"adr-1 encodes, through alternative splicing, at least five isoforms of an adenosine deaminase that acts on RNA (ADAR); ADARs are RNA-editing enzymes that deaminate adenosines to create inosines in double-stranded RNA (dsRNA); adr-1 is expressed in embryos, most or all neurons (e.g., sensory neurons and cilia, the ventral nerve cord, motor neurons and interneurons) and in the developing (but not the adult) vulva; ADR-1 is required for ADAR activity in vivo, and for normal chemotaxis and vulval development; ADR-1 is also required (redundantly with ADR-2) to prevent the silencing of transgenes in somatic tissues by RNAi; ADR-1 (with ADR-2) may protect transgenic RNA from RNAi silencing by deaminating transgenic dsRNA; ADR-1 contains a glutamine/asparagine-rich domain, as well as two N-terminal double-stranded RNA-binding motifs."
"79"	"WBGene00000080"	"adr-2 encodes an adenosine deaminase that acts on RNA (ADAR); ADARs are RNA-editing enzymes that deaminate adenosines to create inosines in double-stranded RNA (dsRNA); adr-2 is expressed ubiquitously in early embryos, as well as in the germline of early adults; ADR-2 is required for ADAR activity in vivo, and for normal chemotaxis."
"80"	"WBGene00000081"	"ads-1 is an ortholog of human AGPS (alkylglycerone phosphate synthase; OMIM:603051) that is required for the biosynthesis of ether lipids; mutation of human AGPS leads to type 3 rhizomelic chondrodysplasia punctata (OMIM:600121)."
"81"	"WBGene00000082"	"The adt-1 gene encodes a metalloproteinase with disintegrin-like and metalloproteinase with thrombospondin type I motifs (ADAMTS) that is required for male tail morphogenesis."
"82"	"WBGene00000083"	"adt-2 encodes a member of the ADAMTS (a disintegrin and metalloprotease with thrombospodin motif) family of secreated metalloproteases; ADT-2 binds to extracellular matrix and is involved in remodeling of the extracellular matrix; homozygous adt-2 mutants die at the 3-fold stage of embryogenesis or during hatching; adult worms are about 20% reduced body length as compared to the wild type; adt-2 mutants have reduced lifespan with a median survival of 8 days from adulthood but have normal number of hypodermal nuclei; adt-2 is required for maintenance of body length as well as for increase in body length during growth stages; adt-2 regulate body size in part by modification of external cuticle; ADT-2 directly or indirectly regulates DBL-1 signaling activity; adt-2 expression is absent in embryos but is detected in glial cells associated with amphid, phasmid, labial and posterior deirids (PDE) sensory neurons during larval development and vulval tissue in L4 and adults."
"83"	"WBGene00000084"	"aex-1 encodes a novel, C2 calcium-binding domain protein that is similar to human BAP3 proteins and rat Munc13; in C. elegans, AEX-1 functions in retrograde signaling to regulate presynaptic activity and localization of the synaptic vesicle fusion protein UNC-13; AEX-1 is required for the defecation motor program, specifically the anterior body wall and enteric muscle contractions, and for normal locomotion, male mating, and egg laying; mutation of dgk-1, or a gain-of-function mutation of egl-30, suppresses the aex-1 mutant phenotype; AEX-1 is expressed primarily in the anterior and posterior intestine and in body wall muscle cells; tissue-specific expression in the intestine rescues defecation defects, while expression in body wall muscle cells rescues UNC-13 localization defects; genetic analyses suggest that aex-1 and aex-5, which encodes a prohormone convertase, function in the same pathway to regulate retrograde signaling at neuromuscular junctions."
"84"	"WBGene00000085"	"aex-2 encodes a G-protein-coupled receptor; aex-2 functions in the nervous system to activate a G(s) alpha (gsa-1) signaling pathway that regulates defecation in the hermaphrodite digestive tract; in regulating the defecation cycles, AEX-2 likely serves as the receptor for the NLP-40 neuropeptide secreted by the intestine; an AEX-2::GFP reporter fusion is expressed in the nerve ring, ventral nerve cord, the head mesodermal cell and enteric muscles; tissue-specific expression studies suggest that AEX-2 acts in GABAergic neurons, such as AVL and DVB, to control the expulsion, and possibly anterior body contraction, steps of defecation."
"85"	"WBGene00000086"	"aex-3 encodes a guanine nucleotide exchange factor for the rab-3 GTPase that is orthologous to human MAP kinase activating protein containing death domain (MADD, OMIM:603584); AEX-3 is required for intracellular vesicle trafficking as well as synaptic vesicle release and interacts with CAB-1 and RAB-3 to regulate separate pathways for neural activities such as defecation and male mating, respectively; AEX-3 is also required for egg laying and locomotion; AEX-3 is expressed in nearly all neurons."
"86"	"WBGene00000088"	"an ortholog of calcium-dependent serine endoproteinases, the kex2/subtilisin-like proprotein convertase that affects defecation cycle and anterior body contractions; and is expressed in all muscle cells except pharyngeal muscles."
