"gene_id"	"GO.ID"	"GO.names"
"FBgn0000036"	"FBgn0000036"	"GO:0005892, GO:0006812, GO:0007271, GO:0015464, GO:0017085, GO:0022848, GO:0045211"	"acetylcholine-gated channel complex, cation transport, synaptic transmission, cholinergic, acetylcholine receptor activity, response to insecticide, acetylcholine-gated cation-selective channel activity, postsynaptic membrane"
"FBgn0000037"	"FBgn0000037"	"GO:0005887, GO:0007197, GO:0007200, GO:0007207, GO:0007213, GO:0007271, GO:0008227, GO:0016021, GO:0016907, GO:0045202"	"integral component of plasma membrane, adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway, phospholipase C-activating G-protein coupled receptor signaling pathway, phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway, G-protein coupled acetylcholine receptor signaling pathway, synaptic transmission, cholinergic, G-protein coupled amine receptor activity, integral component of membrane, G-protein coupled acetylcholine receptor activity, synapse"
"FBgn0000038"	"FBgn0000038"	"GO:0005892, GO:0006811, GO:0007271, GO:0016021, GO:0022848, GO:0045211"	"acetylcholine-gated channel complex, ion transport, synaptic transmission, cholinergic, integral component of membrane, acetylcholine-gated cation-selective channel activity, postsynaptic membrane"
"FBgn0000039"	"FBgn0000039"	"GO:0005892, GO:0006812, GO:0007271, GO:0015464, GO:0022848, GO:0045211"	"acetylcholine-gated channel complex, cation transport, synaptic transmission, cholinergic, acetylcholine receptor activity, acetylcholine-gated cation-selective channel activity, postsynaptic membrane"
"FBgn0000042"	"FBgn0000042"	"GO:0000281, GO:0002121, GO:0005200, GO:0005884, GO:0006338, GO:0006909, GO:0007010, GO:0007291, GO:0016319, GO:0031011, GO:0032507, GO:0035060, GO:0035148"	"mitotic cytokinesis, inter-male aggressive behavior, structural constituent of cytoskeleton, actin filament, chromatin remodeling, phagocytosis, cytoskeleton organization, sperm individualization, mushroom body development, Ino80 complex, maintenance of protein location in cell, brahma complex, tube formation"
"FBgn0000043"	"FBgn0000043"	"GO:0000281, GO:0005200, GO:0005884, GO:0006909, GO:0007010, GO:0035060"	"mitotic cytokinesis, structural constituent of cytoskeleton, actin filament, phagocytosis, cytoskeleton organization, brahma complex"
"FBgn0000044"	"FBgn0000044"	"GO:0000281, GO:0005200, GO:0005884, GO:0005886, GO:0007010, GO:0007507, GO:0050807, GO:0051533, GO:0098529"	"mitotic cytokinesis, structural constituent of cytoskeleton, actin filament, plasma membrane, cytoskeleton organization, heart development, regulation of synapse organization, positive regulation of NFAT protein import into nucleus, neuromuscular junction development, skeletal muscle fiber"
"FBgn0000045"	"FBgn0000045"	"GO:0005200, GO:0005884, GO:0007010"	"structural constituent of cytoskeleton, actin filament, cytoskeleton organization"
"FBgn0000046"	"FBgn0000046"	"GO:0005200, GO:0005884, GO:0007010, GO:0016573, GO:0035267, GO:0043486"	"structural constituent of cytoskeleton, actin filament, cytoskeleton organization, histone acetylation, NuA4 histone acetyltransferase complex, histone exchange"
"FBgn0000047"	"FBgn0000047"	"GO:0005200, GO:0005884, GO:0006909, GO:0007010, GO:0014866, GO:0071689"	"structural constituent of cytoskeleton, actin filament, phagocytosis, cytoskeleton organization, skeletal myofibril assembly, muscle thin filament assembly"
"FBgn0000052"	"FBgn0000052"	"GO:0004642, GO:0005737, GO:0006164, GO:0006189"	"phosphoribosylformylglycinamidine synthase activity, cytoplasm, purine nucleotide biosynthetic process, 'de novo' IMP biosynthetic process"
"FBgn0000053"	"FBgn0000053"	"GO:0004637, GO:0004641, GO:0004644, GO:0005524, GO:0005829, GO:0006189, GO:0009113, GO:0046872"	"phosphoribosylamine-glycine ligase activity, phosphoribosylformylglycinamidine cyclo-ligase activity, phosphoribosylglycinamide formyltransferase activity, ATP binding, cytosol, 'de novo' IMP biosynthetic process, purine nucleobase biosynthetic process, metal ion binding"
"FBgn0000055"	"FBgn0000055"	"GO:0004022, GO:0005829, GO:0006066, GO:0006067, GO:0006069, GO:0006117, GO:0008774, GO:0042803, GO:0043234, GO:0046164, GO:0048149"	"alcohol dehydrogenase (NAD) activity, cytosol, alcohol metabolic process, ethanol metabolic process, ethanol oxidation, acetaldehyde metabolic process, acetaldehyde dehydrogenase (acetylating) activity, protein homodimerization activity, protein complex, alcohol catabolic process, behavioral response to ethanol"
"FBgn0000056"	"FBgn0000056"	"GO:0004022, GO:0005575, GO:0051287, GO:0055114"	"alcohol dehydrogenase (NAD) activity, cellular_component, NAD binding, oxidation-reduction process"
"FBgn0000057"	"FBgn0000057"	"GO:0003674, GO:0005575, GO:0005975, GO:0006629, GO:0009269, GO:0010883, GO:0010891"	"molecular_function, cellular_component, carbohydrate metabolic process, lipid metabolic process, response to desiccation, regulation of lipid storage, negative regulation of sequestering of triglyceride"
"FBgn0000061"	"FBgn0000061"	"GO:0007480, GO:0022416, GO:0035015, GO:0035218, GO:0043234, GO:0043565, GO:0045747, GO:0045892, GO:0048800"	"imaginal disc-derived leg morphogenesis, chaeta development, elongation of arista core, leg disc development, protein complex, sequence-specific DNA binding, positive regulation of Notch signaling pathway, negative regulation of transcription, DNA-templated, antennal morphogenesis"
"FBgn0000063"	"FBgn0000063"	"GO:0000705, GO:0000776, GO:0000942, GO:0001666, GO:0004672, GO:0004712, GO:0005524, GO:0005813, GO:0005819, GO:0006468, GO:0007094, GO:0007143, GO:0016321, GO:0032837, GO:0033046, GO:0033316, GO:0043060, GO:0044779, GO:0048133, GO:0051321"	"achiasmate meiosis I, kinetochore, condensed nuclear chromosome outer kinetochore, response to hypoxia, protein kinase activity, protein serine/threonine/tyrosine kinase activity, ATP binding, centrosome, spindle, protein phosphorylation, mitotic spindle assembly checkpoint, female meiotic nuclear division, female meiosis chromosome segregation, distributive segregation, negative regulation of sister chromatid segregation, meiotic spindle assembly checkpoint, meiotic metaphase I plate congression, meiotic spindle checkpoint, male germ-line stem cell asymmetric division, meiotic cell cycle"
"FBgn0000064"	"FBgn0000064"	"GO:0004332, GO:0005829, GO:0006096, GO:0007095, GO:0007498, GO:0030018, GO:0031430"	"fructose-bisphosphate aldolase activity, cytosol, glycolytic process, mitotic G2 DNA damage checkpoint, mesoderm development, Z disc, M band"
"FBgn0000071"	"FBgn0000071"	"GO:0005886"	"plasma membrane"
"FBgn0000075"	"FBgn0000075"	"GO:0006520, GO:0006584, GO:0016831, GO:0019239, GO:0030170, GO:0040003"	"cellular amino acid metabolic process, catecholamine metabolic process, carboxy-lyase activity, deaminase activity, pyridoxal phosphate binding, chitin-based cuticle development"
"FBgn0000077"	"FBgn0000077"	"GO:0001713, GO:0007220, GO:0007398, GO:0007498, GO:0044214, GO:0045747, GO:0046331"	"ectodermal cell fate determination, Notch receptor processing, ectoderm development, mesoderm development, spanning component of plasma membrane, positive regulation of Notch signaling pathway, lateral inhibition"
"FBgn0000078"	"FBgn0000078"	"GO:0003824, GO:0004556, GO:0005509, GO:0005975, GO:0043169"	"catalytic activity, alpha-amylase activity, calcium ion binding, carbohydrate metabolic process, cation binding"
"FBgn0000079"	"FBgn0000079"	"GO:0003824, GO:0004556, GO:0005509, GO:0005576, GO:0005975, GO:0030431, GO:0043169"	"catalytic activity, alpha-amylase activity, calcium ion binding, extracellular region, carbohydrate metabolic process, sleep, cation binding"
"FBgn0000083"	"FBgn0000083"	"GO:0003779, GO:0005509, GO:0005515, GO:0005544, GO:0005938, GO:0010797, GO:0012505, GO:0030011, GO:0030507, GO:0032509, GO:0048190, GO:0061467"	"actin binding, calcium ion binding, protein binding, calcium-dependent phospholipid binding, cell cortex, regulation of multivesicular body size involved in endosome transport, endomembrane system, maintenance of cell polarity, spectrin binding, endosome transport via multivesicular body sorting pathway, wing disc dorsal/ventral pattern formation, basolateral protein localization"
"FBgn0000084"	"FBgn0000084"	"GO:0003779, GO:0005509, GO:0005544, GO:0008150, GO:0016020"	"actin binding, calcium ion binding, calcium-dependent phospholipid binding, biological_process, membrane"
"FBgn0000092"	"FBgn0000092"	"GO:0005615, GO:0007623"	"extracellular space, circadian rhythm"
"FBgn0000094"	"FBgn0000094"	"GO:0005576, GO:0005615, GO:0006962, GO:0006965, GO:0009617, GO:0032504"	"extracellular region, extracellular space, male-specific antibacterial humoral response, positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria, response to bacterium, multicellular organism reproduction"
"FBgn0000097"	"FBgn0000097"	"GO:0000122, GO:0000165, GO:0001709, GO:0001751, GO:0003700, GO:0003705, GO:0005515, GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0006897, GO:0007254, GO:0007298, GO:0007391, GO:0007464, GO:0007517, GO:0008340, GO:0008406, GO:0019904, GO:0030178, GO:0035155, GO:0035157, GO:0043565, GO:0045467, GO:0045596, GO:0045610, GO:0045678, GO:0045892, GO:0046533, GO:0046580, GO:0048666, GO:0048747, GO:0048749, GO:0048813, GO:0050767, GO:0060233, GO:0090175"	"negative regulation of transcription from RNA polymerase II promoter, MAPK cascade, cell fate determination, compound eye photoreceptor cell differentiation, transcription factor activity, sequence-specific DNA binding, transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding, protein binding, nucleus, nucleoplasm, cytoplasm, cytosol, endocytosis, JNK cascade, border follicle cell migration, dorsal closure, R3/R4 cell fate commitment, muscle organ development, determination of adult lifespan, gonad development, protein domain specific binding, negative regulation of Wnt signaling pathway, negative regulation of terminal cell fate specification, open tracheal system, negative regulation of fusion cell fate specification, sequence-specific DNA binding, R7 cell development, negative regulation of cell differentiation, regulation of hemocyte differentiation, positive regulation of R7 cell differentiation, negative regulation of transcription, DNA-templated, negative regulation of photoreceptor cell differentiation, negative regulation of Ras protein signal transduction, neuron development, muscle fiber development, compound eye development, dendrite morphogenesis, regulation of neurogenesis, oenocyte delamination, regulation of establishment of planar polarity"
"FBgn0000100"	"FBgn0000100"	"GO:0002181, GO:0003735, GO:0005840, GO:0022625, GO:0022626, GO:0042254"	"cytoplasmic translation, structural constituent of ribosome, ribosome, cytosolic large ribosomal subunit, cytosolic ribosome, ribosome biogenesis"
"FBgn0000108"	"FBgn0000108"	"GO:0005515, GO:0005576, GO:0005886, GO:0007422, GO:0007611, GO:0007614, GO:0007616, GO:0008201, GO:0016319, GO:0046914, GO:0048678, GO:0048812, GO:0050808, GO:0051602, GO:1901215"	"protein binding, extracellular region, plasma membrane, peripheral nervous system development, learning or memory, short-term memory, long-term memory, heparin binding, mushroom body development, transition metal ion binding, response to axon injury, neuron projection morphogenesis, synapse organization, response to electrical stimulus, negative regulation of neuron death"
"FBgn0000109"	"FBgn0000109"	"GO:0003999, GO:0005737, GO:0006168, GO:0009116"	"adenine phosphoribosyltransferase activity, cytoplasm, adenine salvage, nucleoside metabolic process"
"FBgn0000114"	"FBgn0000114"	"GO:0000381, GO:0002121, GO:0003723, GO:0003729, GO:0003730, GO:0005515, GO:0005634, GO:0005737, GO:0007281, GO:0007286, GO:0007319, GO:0014881, GO:0016604, GO:0017148, GO:0031536, GO:0031965, GO:0036099, GO:0043186, GO:0045214, GO:0048477, GO:2000738"	"regulation of alternative mRNA splicing, via spliceosome, inter-male aggressive behavior, RNA binding, mRNA binding, mRNA 3'-UTR binding, protein binding, nucleus, cytoplasm, germ cell development, spermatid development, negative regulation of oskar mRNA translation, regulation of myofibril size, nuclear body, negative regulation of translation, positive regulation of exit from mitosis, nuclear membrane, female germ-line stem cell population maintenance, P granule, sarcomere organization, oogenesis, positive regulation of stem cell differentiation"
"FBgn0000115"	"FBgn0000115"	"GO:0000042, GO:0003924, GO:0005515, GO:0005525, GO:0005794, GO:0005802, GO:0007030, GO:0007264, GO:0007269, GO:0007431, GO:0016197, GO:0019904, GO:0030334, GO:0033227, GO:0033363, GO:0034067, GO:0035220, GO:0048488, GO:0060628, GO:0070861, GO:0090158"	"protein targeting to Golgi, GTPase activity, protein binding, GTP binding, Golgi apparatus, trans-Golgi network, Golgi organization, small GTPase mediated signal transduction, neurotransmitter secretion, salivary gland development, endosomal transport, protein domain specific binding, regulation of cell migration, dsRNA transport, secretory granule organization, protein localization to Golgi apparatus, wing disc development, synaptic vesicle endocytosis, regulation of ER to Golgi vesicle-mediated transport, regulation of protein exit from endoplasmic reticulum, endoplasmic reticulum membrane organization"
"FBgn0000116"	"FBgn0000116"	"GO:0004054, GO:0005576, GO:0005737, GO:0005829, GO:0005886, GO:0016310"	"arginine kinase activity, extracellular region, cytoplasm, cytosol, plasma membrane, phosphorylation"
"FBgn0000117"	"FBgn0000117"	"GO:0000902, GO:0001105, GO:0001709, GO:0001745, GO:0003136, GO:0003713, GO:0004871, GO:0005515, GO:0005634, GO:0005737, GO:0005886, GO:0005912, GO:0005914, GO:0005915, GO:0007016, GO:0007155, GO:0007163, GO:0007293, GO:0007370, GO:0007391, GO:0007399, GO:0007472, GO:0007507, GO:0007616, GO:0008092, GO:0008134, GO:0014019, GO:0016055, GO:0016324, GO:0016327, GO:0016337, GO:0016342, GO:0019900, GO:0019903, GO:0030139, GO:0030424, GO:0030707, GO:0032403, GO:0035017, GO:0035019, GO:0035147, GO:0035153, GO:0035293, GO:0045186, GO:0045294, GO:0045893, GO:0045944, GO:0046530, GO:0046667, GO:0048477, GO:0048526, GO:0048754, GO:0060232, GO:0060429, GO:0060914, GO:0071896, GO:0072659"	"cell morphogenesis, RNA polymerase II transcription coactivator activity, cell fate determination, compound eye morphogenesis, negative regulation of heart induction by canonical Wnt signaling pathway, transcription coactivator activity, signal transducer activity, protein binding, nucleus, cytoplasm, plasma membrane, adherens junction, spot adherens junction, zonula adherens, cytoskeletal anchoring at plasma membrane, cell adhesion, establishment or maintenance of cell polarity, germarium-derived egg chamber formation, ventral furrow formation, dorsal closure, nervous system development, wing disc morphogenesis, heart development, long-term memory, cytoskeletal protein binding, transcription factor binding, neuroblast development, Wnt signaling pathway, apical plasma membrane, apicolateral plasma membrane, single organismal cell-cell adhesion, catenin complex, kinase binding, protein phosphatase binding, endocytic vesicle, axon, ovarian follicle cell development, protein complex binding, cuticle pattern formation, somatic stem cell population maintenance, branch fusion, open tracheal system, epithelial cell type specification, open tracheal system, chitin-based larval cuticle pattern formation, zonula adherens assembly, alpha-catenin binding, positive regulation of transcription, DNA-templated, positive regulation of transcription from RNA polymerase II promoter, photoreceptor cell differentiation, compound eye retinal cell programmed cell death, oogenesis, imaginal disc-derived wing expansion, branching morphogenesis of an epithelial tube, delamination, epithelium development, heart formation, protein localization to adherens junction, protein localization to plasma membrane"
"FBgn0000119"	"FBgn0000119"	"GO:0001745, GO:0005041, GO:0005515, GO:0005769, GO:0005770, GO:0005886, GO:0006622, GO:0007399, GO:0007616, GO:0016055, GO:0017147, GO:0042813, GO:0048076, GO:0060070"	"compound eye morphogenesis, low-density lipoprotein receptor activity, protein binding, early endosome, late endosome, plasma membrane, protein targeting to lysosome, nervous system development, long-term memory, Wnt signaling pathway, Wnt-protein binding, Wnt-activated receptor activity, regulation of compound eye pigmentation, canonical Wnt signaling pathway"
"FBgn0000120"	"FBgn0000120"	"GO:0002032, GO:0002046, GO:0005737, GO:0006897, GO:0007608, GO:0016028, GO:0016059, GO:0016060, GO:0045494"	"desensitization of G-protein coupled receptor protein signaling pathway by arrestin, opsin binding, cytoplasm, endocytosis, sensory perception of smell, rhabdomere, deactivation of rhodopsin mediated signaling, metarhodopsin inactivation, photoreceptor cell maintenance"
"FBgn0000121"	"FBgn0000121"	"GO:0002032, GO:0002046, GO:0005515, GO:0005737, GO:0007605, GO:0007608, GO:0016028, GO:0016029, GO:0016059, GO:0016060, GO:0016062, GO:0045494"	"desensitization of G-protein coupled receptor protein signaling pathway by arrestin, opsin binding, protein binding, cytoplasm, sensory perception of sound, sensory perception of smell, rhabdomere, subrhabdomeral cisterna, deactivation of rhodopsin mediated signaling, metarhodopsin inactivation, adaptation of rhodopsin mediated signaling, photoreceptor cell maintenance"
"FBgn0000137"	"FBgn0000137"	"GO:0000977, GO:0003677, GO:0003700, GO:0005634, GO:0007399, GO:0007400, GO:0007417, GO:0007422, GO:0008407, GO:0022416, GO:0042803, GO:0045839, GO:0045944, GO:0046982, GO:0050767, GO:0061331, GO:0061382, GO:0090575"	"RNA polymerase II regulatory region sequence-specific DNA binding, DNA binding, transcription factor activity, sequence-specific DNA binding, nucleus, nervous system development, neuroblast fate determination, central nervous system development, peripheral nervous system development, chaeta morphogenesis, chaeta development, protein homodimerization activity, negative regulation of mitotic nuclear division, positive regulation of transcription from RNA polymerase II promoter, protein heterodimerization activity, regulation of neurogenesis, epithelial cell proliferation involved in Malpighian tubule morphogenesis, Malpighian tubule tip cell differentiation, RNA polymerase II transcription factor complex"
"FBgn0000139"	"FBgn0000139"	"GO:0002168, GO:0003677, GO:0005515, GO:0005634, GO:0005700, GO:0005703, GO:0006357, GO:0007420, GO:0007444, GO:0007474, GO:0007476, GO:0010628, GO:0010629, GO:0019899, GO:0033128, GO:0035075, GO:0035209, GO:0042800, GO:0044212, GO:0044665, GO:0044666, GO:0048096, GO:0048188, GO:0048813, GO:0051568, GO:0051571"	"instar larval development, DNA binding, protein binding, nucleus, polytene chromosome, polytene chromosome puff, regulation of transcription from RNA polymerase II promoter, brain development, imaginal disc development, imaginal disc-derived wing vein specification, imaginal disc-derived wing morphogenesis, positive regulation of gene expression, negative regulation of gene expression, enzyme binding, negative regulation of histone phosphorylation, response to ecdysone, pupal development, histone methyltransferase activity (H3-K4 specific), transcription regulatory region DNA binding, MLL1/2 complex, MLL3/4 complex, chromatin-mediated maintenance of transcription, Set1C/COMPASS complex, dendrite morphogenesis, histone H3-K4 methylation, positive regulation of histone H3-K4 methylation"
"FBgn0000140"	"FBgn0000140"	"GO:0000132, GO:0000226, GO:0000922, GO:0005516, GO:0005813, GO:0005815, GO:0005875, GO:0007017, GO:0007051, GO:0007052, GO:0007097, GO:0007282, GO:0008017, GO:0030037, GO:0030706, GO:0030723, GO:0030954, GO:0032027, GO:0034332, GO:0042335, GO:0048132, GO:0048477, GO:0048854, GO:0051295, GO:0051383, GO:0051642"	"establishment of mitotic spindle orientation, microtubule cytoskeleton organization, spindle pole, calmodulin binding, centrosome, microtubule organizing center, microtubule associated complex, microtubule-based process, spindle organization, mitotic spindle organization, nuclear migration, cystoblast division, microtubule binding, actin filament reorganization involved in cell cycle, germarium-derived oocyte differentiation, ovarian fusome organization, astral microtubule nucleation, myosin light chain binding, adherens junction organization, cuticle development, female germ-line stem cell asymmetric division, oogenesis, brain morphogenesis, establishment of meiotic spindle localization, kinetochore organization, centrosome localization"
"FBgn0000146"	"FBgn0000146"	"GO:0000398, GO:0001556, GO:0003723, GO:0005737, GO:0006342, GO:0006446, GO:0007076, GO:0007279, GO:0007317, GO:0007318, GO:0010529, GO:0016246, GO:0030423, GO:0030717, GO:0034584, GO:0035282, GO:0043186, GO:0045089, GO:0046011, GO:0046012, GO:0046594, GO:0046843, GO:0048477, GO:0050829, GO:0060213, GO:0071011, GO:0071013"	"mRNA splicing, via spliceosome, oocyte maturation, RNA binding, cytoplasm, chromatin silencing, regulation of translational initiation, mitotic chromosome condensation, pole cell formation, regulation of pole plasm oskar mRNA localization, pole plasm protein localization, negative regulation of transposition, RNA interference, targeting of mRNA for destruction involved in RNA interference, karyosome formation, piRNA binding, segmentation, P granule, positive regulation of innate immune response, regulation of oskar mRNA translation, positive regulation of oskar mRNA translation, maintenance of pole plasm mRNA location, dorsal appendage formation, oogenesis, defense response to Gram-negative bacterium, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening, precatalytic spliceosome, catalytic step 2 spliceosome"
"FBgn0000147"	"FBgn0000147"	"GO:0000780, GO:0004672, GO:0004674, GO:0004712, GO:0005515, GO:0005524, GO:0005737, GO:0005813, GO:0005876, GO:0006468, GO:0007017, GO:0007052, GO:0007098, GO:0007100, GO:0007279, GO:0008105, GO:0018105, GO:0031616, GO:0032133, GO:0032465, GO:0035174, GO:0045167, GO:0050767, GO:0051233, GO:0051294, GO:0051299, GO:0098725, GO:1903827"	"condensed nuclear chromosome, centromeric region, protein kinase activity, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity, protein binding, ATP binding, cytoplasm, centrosome, spindle microtubule, protein phosphorylation, microtubule-based process, mitotic spindle organization, centrosome cycle, mitotic centrosome separation, pole cell formation, asymmetric protein localization, peptidyl-serine phosphorylation, spindle pole centrosome, chromosome passenger complex, regulation of cytokinesis, histone serine kinase activity, asymmetric protein localization involved in cell fate determination, regulation of neurogenesis, spindle midzone, establishment of spindle orientation, centrosome separation, symmetric cell division, regulation of cellular protein localization"
