"gene_id"	"GO.ID"	"GO.names"
"S000000014"	"S000000014"	"GO:0000159, GO:0004722, GO:0005634, GO:0005737, GO:0005816, GO:0005934, GO:0005935, GO:0006417, GO:0006470, GO:0007094, GO:0008287, GO:0019888, GO:0043332, GO:0043666"	"protein phosphatase type 2A complex, protein serine/threonine phosphatase activity, nucleus, cytoplasm, spindle pole body, cellular bud tip, cellular bud neck, regulation of translation, protein dephosphorylation, mitotic spindle assembly checkpoint, protein serine/threonine phosphatase complex, protein phosphatase regulator activity, mating projection tip, regulation of phosphoprotein phosphatase activity"
"S000000015"	"S000000015"	"GO:0000166, GO:0004672, GO:0004674, GO:0005524, GO:0005634, GO:0005737, GO:0005829, GO:0006417, GO:0006468, GO:0016301, GO:0016310, GO:0016740, GO:0035556, GO:0045719, GO:0060917"	"nucleotide binding, protein kinase activity, protein serine/threonine kinase activity, ATP binding, nucleus, cytoplasm, cytosol, regulation of translation, protein phosphorylation, kinase activity, phosphorylation, transferase activity, intracellular signal transduction, negative regulation of glycogen biosynthetic process, regulation of (1->6)-beta-D-glucan biosynthetic process"
"S000000016"	"S000000016"	"GO:0003674, GO:0005619, GO:0005628, GO:0005811, GO:0016020, GO:0016021, GO:0030435, GO:0030476, GO:0031160"	"molecular_function, ascospore wall, prospore membrane, lipid droplet, membrane, integral component of membrane, sporulation resulting in formation of a cellular spore, ascospore wall assembly, spore wall"
"S000000017"	"S000000017"	"GO:0000122, GO:0000166, GO:0000183, GO:0000729, GO:0000775, GO:0000781, GO:0003677, GO:0003678, GO:0003682, GO:0004386, GO:0005524, GO:0005634, GO:0005694, GO:0005739, GO:0006281, GO:0006325, GO:0006338, GO:0006348, GO:0006974, GO:0008094, GO:0016584, GO:0016787, GO:0030466, GO:0031507, GO:0031934, GO:0032508, GO:0033120, GO:0042766, GO:0043044, GO:0070829"	"negative regulation of transcription by RNA polymerase II, nucleotide binding, rDNA heterochromatin assembly, DNA double-strand break processing, chromosome, centromeric region, chromosome, telomeric region, DNA binding, DNA helicase activity, chromatin binding, helicase activity, ATP binding, nucleus, chromosome, mitochondrion, DNA repair, chromatin organization, chromatin remodeling, chromatin silencing at telomere, cellular response to DNA damage stimulus, DNA-dependent ATPase activity, nucleosome positioning, hydrolase activity, silent mating-type cassette heterochromatin assembly, heterochromatin assembly, mating-type region heterochromatin, DNA duplex unwinding, positive regulation of RNA splicing, nucleosome mobilization, ATP-dependent chromatin remodeling, heterochromatin maintenance"
"S000000018"	"S000000018"	"GO:0002098, GO:0003674, GO:0005737, GO:0008033"	"tRNA wobble uridine modification, molecular_function, cytoplasm, tRNA processing"
"S000000019"	"S000000019"	"GO:0000076, GO:0000175, GO:0000288, GO:0000289, GO:0000932, GO:0003723, GO:0004518, GO:0004527, GO:0004535, GO:0005634, GO:0005737, GO:0006260, GO:0006357, GO:0006368, GO:0007089, GO:0016593, GO:0016787, GO:0030014, GO:0030015, GO:0032968, GO:0046872, GO:0048478, GO:0090305, GO:0090503"	"DNA replication checkpoint, 3'-5'-exoribonuclease activity, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA poly(A) tail shortening, P-body, RNA binding, nuclease activity, exonuclease activity, poly(A)-specific ribonuclease activity, nucleus, cytoplasm, DNA replication, regulation of transcription by RNA polymerase II, transcription elongation from RNA polymerase II promoter, traversing start control point of mitotic cell cycle, Cdc73/Paf1 complex, hydrolase activity, CCR4-NOT complex, CCR4-NOT core complex, positive regulation of transcription elongation from RNA polymerase II promoter, metal ion binding, replication fork protection, nucleic acid phosphodiester bond hydrolysis, RNA phosphodiester bond hydrolysis, exonucleolytic"
"S000000020"	"S000000020"	"GO:0000329, GO:0005337, GO:0005886, GO:0015205, GO:0015851, GO:0015858, GO:0016020, GO:0016021, GO:0034257, GO:0034258, GO:0055085, GO:1901642"	"fungal-type vacuole membrane, nucleoside transmembrane transporter activity, plasma membrane, nucleobase transmembrane transporter activity, nucleobase transport, nucleoside transport, membrane, integral component of membrane, nicotinamide riboside transmembrane transporter activity, nicotinamide riboside transport, transmembrane transport, nucleoside transmembrane transport"
"S000000021"	"S000000021"	"GO:0000030, GO:0004169, GO:0005783, GO:0005789, GO:0006486, GO:0006493, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0032527, GO:0035269, GO:0071712, GO:0097582, GO:0097584, GO:1900101"	"mannosyltransferase activity, dolichyl-phosphate-mannose-protein mannosyltransferase activity, endoplasmic reticulum, endoplasmic reticulum membrane, protein glycosylation, protein O-linked glycosylation, membrane, integral component of membrane, transferase activity, transferase activity, transferring glycosyl groups, protein exit from endoplasmic reticulum, protein O-linked mannosylation, ER-associated misfolded protein catabolic process, dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex, dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex, regulation of endoplasmic reticulum unfolded protein response"
"S000000022"	"S000000022"	"GO:0005085, GO:0005088, GO:0005737, GO:0005933, GO:0007049, GO:0007264, GO:0016192, GO:0031536, GO:0031578, GO:0051301, GO:0061510"	"guanyl-nucleotide exchange factor activity, Ras guanyl-nucleotide exchange factor activity, cytoplasm, cellular bud, cell cycle, small GTPase mediated signal transduction, vesicle-mediated transport, positive regulation of exit from mitosis, mitotic spindle orientation checkpoint, cell division, asymmetric protein localization to new mitotic spindle pole body"
"S000000023"	"S000000023"	"GO:0000460, GO:0000463, GO:0000466, GO:0000470, GO:0003674, GO:0005634, GO:0005730, GO:0007049, GO:0030687, GO:0042273"	"maturation of 5.8S rRNA, maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of LSU-rRNA, molecular_function, nucleus, nucleolus, cell cycle, preribosome, large subunit precursor, ribosomal large subunit biogenesis"
"S000000024"	"S000000024"	"GO:0000166, GO:0000287, GO:0000749, GO:0005524, GO:0005783, GO:0005794, GO:0005802, GO:0005886, GO:0006886, GO:0006892, GO:0006897, GO:0015914, GO:0016020, GO:0016021, GO:0032456, GO:0045332, GO:0090555, GO:0140326, GO:0140331, GO:0140345, GO:0140346, GO:1990530"	"nucleotide binding, magnesium ion binding, response to pheromone triggering conjugation with cellular fusion, ATP binding, endoplasmic reticulum, Golgi apparatus, trans-Golgi network, plasma membrane, intracellular protein transport, post-Golgi vesicle-mediated transport, endocytosis, phospholipid transport, membrane, integral component of membrane, endocytic recycling, phospholipid translocation, phosphatidylethanolamine flippase activity, ATPase-coupled intramembrane lipid transporter activity, aminophospholipid translocation, phosphatidylcholine flippase activity, phosphatidylserine flippase activity, Cdc50p-Drs2p complex"
"S000000025"	"S000000025"	"GO:0000736, GO:0005634, GO:0006281, GO:0006974, GO:0032079, GO:0070336, GO:0070337, GO:0070338"	"double-strand break repair via single-strand annealing, removal of nonhomologous ends, nucleus, DNA repair, cellular response to DNA damage stimulus, positive regulation of endodeoxyribonuclease activity, flap-structured DNA binding, 3'-flap-structured DNA binding, 5'-flap-structured DNA binding"
"S000000026"	"S000000026"	"GO:0003674, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0071469, GO:0071472"	"molecular_function, endoplasmic reticulum, endoplasmic reticulum membrane, membrane, integral component of membrane, cellular response to alkaline pH, cellular response to salt stress"
"S000000027"	"S000000027"	"GO:0000146, GO:0000166, GO:0003774, GO:0003779, GO:0005516, GO:0005524, GO:0005737, GO:0005739, GO:0005933, GO:0005934, GO:0007015, GO:0007533, GO:0008298, GO:0015629, GO:0016459, GO:0030050, GO:0030898, GO:0031941, GO:0031982, GO:0048309, GO:0051015, GO:0051028"	"microfilament motor activity, nucleotide binding, motor activity, actin binding, calmodulin binding, ATP binding, cytoplasm, mitochondrion, cellular bud, cellular bud tip, actin filament organization, mating type switching, intracellular mRNA localization, actin cytoskeleton, myosin complex, vesicle transport along actin filament, actin-dependent ATPase activity, filamentous actin, vesicle, endoplasmic reticulum inheritance, actin filament binding, mRNA transport"
"S000000028"	"S000000028"	"GO:0005484, GO:0005768, GO:0005802, GO:0005886, GO:0005933, GO:0005935, GO:0006887, GO:0006893, GO:0006897, GO:0006906, GO:0012505, GO:0016020, GO:0016021, GO:0016192, GO:0019905, GO:0030658, GO:0031201, GO:0071944"	"SNAP receptor activity, endosome, trans-Golgi network, plasma membrane, cellular bud, cellular bud neck, exocytosis, Golgi to plasma membrane transport, endocytosis, vesicle fusion, endomembrane system, membrane, integral component of membrane, vesicle-mediated transport, syntaxin binding, transport vesicle membrane, SNARE complex, cell periphery"
"S000000029"	"S000000029"	"GO:0005737, GO:0007059, GO:0008157, GO:0019888, GO:0043666"	"cytoplasm, chromosome segregation, protein phosphatase 1 binding, protein phosphatase regulator activity, regulation of phosphoprotein phosphatase activity"
"S000000030"	"S000000030"	"GO:0000350, GO:0000384, GO:0000386, GO:0000398, GO:0005634, GO:0005681, GO:0006397, GO:0008380, GO:0071006, GO:0071007, GO:0071014"	"generation of catalytic spliceosome for second transesterification step, first spliceosomal transesterification activity, second spliceosomal transesterification activity, mRNA splicing, via spliceosome, nucleus, spliceosomal complex, mRNA processing, RNA splicing, U2-type catalytic step 1 spliceosome, U2-type catalytic step 2 spliceosome, post-mRNA release spliceosomal complex"
"S000000031"	"S000000031"	"GO:0000171, GO:0000172, GO:0000294, GO:0003723, GO:0004526, GO:0004540, GO:0005634, GO:0005655, GO:0005737, GO:0006364, GO:0008033, GO:0016070, GO:0016787, GO:0034965, GO:0090501, GO:0090502"	"ribonuclease MRP activity, ribonuclease MRP complex, nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay, RNA binding, ribonuclease P activity, ribonuclease activity, nucleus, nucleolar ribonuclease P complex, cytoplasm, rRNA processing, tRNA processing, RNA metabolic process, hydrolase activity, intronic box C/D snoRNA processing, RNA phosphodiester bond hydrolysis, RNA phosphodiester bond hydrolysis, endonucleolytic"
"S000000032"	"S000000032"	"GO:0000070, GO:0000278, GO:0000775, GO:0000776, GO:0000777, GO:0000818, GO:0000922, GO:0003674, GO:0005634, GO:0005694, GO:0005737, GO:0005856, GO:0007049, GO:0007059, GO:0034501, GO:0051301, GO:0051382"	"mitotic sister chromatid segregation, mitotic cell cycle, chromosome, centromeric region, kinetochore, condensed chromosome kinetochore, nuclear MIS12/MIND complex, spindle pole, molecular_function, nucleus, chromosome, cytoplasm, cytoskeleton, cell cycle, chromosome segregation, protein localization to kinetochore, cell division, kinetochore assembly"
"S000000033"	"S000000033"	"GO:0000166, GO:0000462, GO:0001732, GO:0003743, GO:0003924, GO:0005525, GO:0005737, GO:0005739, GO:0005829, GO:0006412, GO:0006413, GO:0006446, GO:0010494, GO:0016787, GO:0022627, GO:0031369, GO:0033290, GO:0042255, GO:0042256, GO:0043022, GO:0046872, GO:0070181"	"nucleotide binding, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), formation of cytoplasmic translation initiation complex, translation initiation factor activity, GTPase activity, GTP binding, cytoplasm, mitochondrion, cytosol, translation, translational initiation, regulation of translational initiation, cytoplasmic stress granule, hydrolase activity, cytosolic small ribosomal subunit, translation initiation factor binding, eukaryotic 48S preinitiation complex, ribosome assembly, mature ribosome assembly, ribosome binding, metal ion binding, small ribosomal subunit rRNA binding"
"S000000034"	"S000000034"	"GO:0000166, GO:0002181, GO:0005515, GO:0005525, GO:0005737, GO:0005844, GO:0010494, GO:1903833"	"nucleotide binding, cytoplasmic translation, protein binding, GTP binding, cytoplasm, polysome, cytoplasmic stress granule, positive regulation of cellular response to amino acid starvation"
"S000000035"	"S000000035"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"S000000036"	"S000000036"	"GO:0000166, GO:0000287, GO:0003824, GO:0004743, GO:0005524, GO:0005737, GO:0005886, GO:0006090, GO:0006096, GO:0008152, GO:0016301, GO:0016310, GO:0016740, GO:0030955, GO:0046872"	"nucleotide binding, magnesium ion binding, catalytic activity, pyruvate kinase activity, ATP binding, cytoplasm, plasma membrane, pyruvate metabolic process, glycolytic process, metabolic process, kinase activity, phosphorylation, transferase activity, potassium ion binding, metal ion binding"
"S000000037"	"S000000037"	"GO:0004408, GO:0005739, GO:0005743, GO:0005758, GO:0016020, GO:0016829, GO:0018063, GO:0046872"	"holocytochrome-c synthase activity, mitochondrion, mitochondrial inner membrane, mitochondrial intermembrane space, membrane, lyase activity, cytochrome c-heme linkage, metal ion binding"
"S000000038"	"S000000038"	"GO:0000079, GO:0000083, GO:0000307, GO:0005634, GO:0005737, GO:0007033, GO:0007049, GO:0007089, GO:0016538, GO:0042144, GO:0044772, GO:0051301"	"regulation of cyclin-dependent protein serine/threonine kinase activity, regulation of transcription involved in G1/S transition of mitotic cell cycle, cyclin-dependent protein kinase holoenzyme complex, nucleus, cytoplasm, vacuole organization, cell cycle, traversing start control point of mitotic cell cycle, cyclin-dependent protein serine/threonine kinase regulator activity, vacuole fusion, non-autophagic, mitotic cell cycle phase transition, cell division"
"S000000039"	"S000000039"	"GO:0000131, GO:0000282, GO:0000935, GO:0005085, GO:0005089, GO:0005634, GO:0005737, GO:0005934, GO:0005935, GO:0007096, GO:0030010, GO:0031106, GO:0032153, GO:0035556, GO:0043332, GO:0043577, GO:0072697, GO:0120171"	"incipient cellular bud site, cellular bud site selection, division septum, guanyl-nucleotide exchange factor activity, Rho guanyl-nucleotide exchange factor activity, nucleus, cytoplasm, cellular bud tip, cellular bud neck, regulation of exit from mitosis, establishment of cell polarity, septin ring organization, cell division site, intracellular signal transduction, mating projection tip, chemotropism, protein localization to cell cortex, Cdc24p-Far1p-Gbetagamma complex"
"S000000040"	"S000000040"	"GO:0000139, GO:0003674, GO:0005783, GO:0005789, GO:0005794, GO:0006888, GO:0006890, GO:0015031, GO:0016020, GO:0016021, GO:0016192, GO:0030134, GO:0030173, GO:0030176"	"Golgi membrane, molecular_function, endoplasmic reticulum, endoplasmic reticulum membrane, Golgi apparatus, endoplasmic reticulum to Golgi vesicle-mediated transport, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum, protein transport, membrane, integral component of membrane, vesicle-mediated transport, COPII-coated ER to Golgi transport vesicle, integral component of Golgi membrane, integral component of endoplasmic reticulum membrane"
"S000000041"	"S000000041"	"GO:0003723, GO:0005634, GO:0005847, GO:0006378, GO:0006397, GO:0008033, GO:0030846, GO:0098789"	"RNA binding, nucleus, mRNA cleavage and polyadenylation specificity factor complex, mRNA polyadenylation, mRNA processing, tRNA processing, termination of RNA polymerase II transcription, poly(A)-coupled, pre-mRNA cleavage required for polyadenylation"
"S000000042"	"S000000042"	"GO:0004375, GO:0005739, GO:0005960, GO:0006546, GO:0006730, GO:0009249, GO:0019464, GO:0055114"	"glycine dehydrogenase (decarboxylating) activity, mitochondrion, glycine cleavage complex, glycine catabolic process, one-carbon metabolic process, protein lipoylation, glycine decarboxylation via glycine cleavage system, oxidation-reduction process"
"S000000043"	"S000000043"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"S000000044"	"S000000044"	"GO:0003674, GO:0005739, GO:0005759, GO:0106035"	"molecular_function, mitochondrion, mitochondrial matrix, protein maturation by [4Fe-4S] cluster transfer"
"S000000045"	"S000000045"	"GO:0000741, GO:0005737, GO:0005816, GO:0005824, GO:0005856, GO:0005876, GO:0007020, GO:0007049, GO:0030953, GO:0031122, GO:0031578, GO:0044877, GO:0051010, GO:0051301, GO:0061499, GO:0099609, GO:0110121, GO:1905721, GO:1990734"	"karyogamy, cytoplasm, spindle pole body, outer plaque of spindle pole body, cytoskeleton, spindle microtubule, microtubule nucleation, cell cycle, astral microtubule organization, cytoplasmic microtubule organization, mitotic spindle orientation checkpoint, protein-containing complex binding, microtubule plus-end binding, cell division, outer plaque of mitotic spindle pole body, microtubule lateral binding, gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body, mitotic spindle astral microtubule end, astral microtubule anchoring at mitotic spindle pole body"
"S000000046"	"S000000046"	"GO:0000001, GO:0000166, GO:0003924, GO:0005509, GO:0005525, GO:0005739, GO:0005741, GO:0007005, GO:0010821, GO:0015886, GO:0016020, GO:0016021, GO:0016787, GO:0031307, GO:0032865, GO:0046872, GO:0055091, GO:1990456"	"mitochondrion inheritance, nucleotide binding, GTPase activity, calcium ion binding, GTP binding, mitochondrion, mitochondrial outer membrane, mitochondrion organization, regulation of mitochondrion organization, heme transport, membrane, integral component of membrane, hydrolase activity, integral component of mitochondrial outer membrane, ERMES complex, metal ion binding, phospholipid homeostasis, mitochondrion-endoplasmic reticulum membrane tethering"
"S000000047"	"S000000047"	"GO:0003674, GO:0005737, GO:0008150, GO:0016787"	"molecular_function, cytoplasm, biological_process, hydrolase activity"
"S000000048"	"S000000048"	"GO:0000978, GO:0000981, GO:0001228, GO:0003677, GO:0005634, GO:0006355, GO:0008270, GO:0030435, GO:0031940, GO:0032000, GO:0042025, GO:0043565, GO:0045944, GO:0046872, GO:0061429, GO:0089716"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA binding, nucleus, regulation of transcription, DNA-templated, zinc ion binding, sporulation resulting in formation of a cellular spore, positive regulation of chromatin silencing at telomere, positive regulation of fatty acid beta-oxidation, host cell nucleus, sequence-specific DNA binding, positive regulation of transcription by RNA polymerase II, metal ion binding, positive regulation of transcription from RNA polymerase II promoter by oleic acid, Pip2-Oaf1 complex"
"S000000049"	"S000000049"	"GO:0005737, GO:0005783, GO:0005789, GO:0006457, GO:0009272, GO:0015230, GO:0015883, GO:0016020, GO:0016021, GO:0030148, GO:0035350, GO:0055074, GO:0055085, GO:0071476"	"cytoplasm, endoplasmic reticulum, endoplasmic reticulum membrane, protein folding, fungal-type cell wall biogenesis, FAD transmembrane transporter activity, FAD transport, membrane, integral component of membrane, sphingolipid biosynthetic process, FAD transmembrane transport, calcium ion homeostasis, transmembrane transport, cellular hypotonic response"
"S000000050"	"S000000050"	"GO:0000166, GO:0003824, GO:0003987, GO:0005524, GO:0005634, GO:0005737, GO:0005739, GO:0005783, GO:0005829, GO:0006085, GO:0016208, GO:0016573, GO:0016874, GO:0016880, GO:0019427, GO:0019654, GO:0043231"	"nucleotide binding, catalytic activity, acetate-CoA ligase activity, ATP binding, nucleus, cytoplasm, mitochondrion, endoplasmic reticulum, cytosol, acetyl-CoA biosynthetic process, AMP binding, histone acetylation, ligase activity, acid-ammonia (or amide) ligase activity, acetyl-CoA biosynthetic process from acetate, acetate fermentation, intracellular membrane-bounded organelle"
"S000000051"	"S000000051"	"GO:0005737, GO:0005777, GO:0005778, GO:0005779, GO:0006625, GO:0007031, GO:0016020, GO:0016021, GO:0016562, GO:0031398, GO:0043495, GO:0050790, GO:0097027, GO:1902499"	"cytoplasm, peroxisome, peroxisomal membrane, integral component of peroxisomal membrane, protein targeting to peroxisome, peroxisome organization, membrane, integral component of membrane, protein import into peroxisome matrix, receptor recycling, positive regulation of protein ubiquitination, protein-membrane adaptor activity, regulation of catalytic activity, ubiquitin-protein transferase activator activity, positive regulation of protein autoubiquitination"
"S000000052"	"S000000052"	"GO:0001403, GO:0004862, GO:0005737, GO:0005739, GO:0005886, GO:0007124, GO:0007165, GO:0008360, GO:0010255, GO:0030437, GO:0032794, GO:0045944, GO:0046580, GO:0051285, GO:2000480"	"invasive growth in response to glucose limitation, cAMP-dependent protein kinase inhibitor activity, cytoplasm, mitochondrion, plasma membrane, pseudohyphal growth, signal transduction, regulation of cell shape, glucose mediated signaling pathway, ascospore formation, GTPase activating protein binding, positive regulation of transcription by RNA polymerase II, negative regulation of Ras protein signal transduction, cell cortex of cell tip, negative regulation of cAMP-dependent protein kinase activity"
